ID	NAME	EQUATION	GENE ASSOCIATION	subsystem_unique_@2021_12
r_3668	"H2O transport, cytoplasm-mitochondrial membrane"	H2O[c] <=> H2O[mm]		"Transport[c, mm]"
r_3669	"carbon dioxide transport, cytoplasm-mitochondrial membrane"	carbon dioxide[c] <=> carbon dioxide[mm]		"Transport[c, mm]"
r_3670	"palmitoleoyl-CoA transport, cytoplasm-mitochondrial membrane"	palmitoleoyl-CoA(4-)[c] <=> palmitoleoyl-CoA(4-)[mm]		"Transport[c, mm]"
r_3671	"oleoyl-CoA transport, cytoplasm-mitochondrial membrane"	oleoyl-CoA[c] <=> oleoyl-CoA[mm]		"Transport[c, mm]"
r_3672	"diglyceride (1-16:0, 2-16:1) transport, mitochondrial membrane-cytoplasm"	"diglyceride (1-16:0, 2-16:1)[mm] <=> diglyceride (1-16:0, 2-16:1)[c]"		"Transport[mm, c]"
r_3673	"diglyceride (1-16:1, 2-16:1) transport, mitochondrial membrane-cytoplasm"	"diglyceride (1-16:1, 2-16:1)[mm] <=> diglyceride (1-16:1, 2-16:1)[c]"		"Transport[mm, c]"
r_3674	"diglyceride (1-18:0, 2-16:1) transport, mitochondrial membrane-cytoplasm"	"diglyceride (1-18:0, 2-16:1)[mm] <=> diglyceride (1-18:0, 2-16:1)[c]"		"Transport[mm, c]"
r_3675	"diglyceride (1-18:1, 2-16:1) transport, mitochondrial membrane-cytoplasm"	"diglyceride (1-18:1, 2-16:1)[mm] <=> diglyceride (1-18:1, 2-16:1)[c]"		"Transport[mm, c]"
r_3676	"diglyceride (1-16:0, 2-18:1) transport, mitochondrial membrane-cytoplasm"	"diglyceride (1-16:0, 2-18:1)[mm] <=> diglyceride (1-16:0, 2-18:1)[c]"		"Transport[mm, c]"
r_3677	"diglyceride (1-16:1, 2-18:1) transport, mitochondrial membrane-cytoplasm"	"diglyceride (1-16:1, 2-18:1)[mm] <=> diglyceride (1-16:1, 2-18:1)[c]"		"Transport[mm, c]"
r_3678	"palmitate transport, mitochondrial membrane-cytoplasm"	palmitate[mm] <=> palmitate[c]		"Transport[mm, c]"
r_3679	"stearate transport, mitochondrial membrane-cytoplasm"	stearate[mm] <=> stearate[c]		"Transport[mm, c]"
r_3680	"coenzyme A transport, mitochondrial membrane-cytoplasm"	coenzyme A[mm] <=> coenzyme A[c]	YHR002W	"Transport[mm, c]"
r_3681	"laurate transport, ER membrane-lipid particle"	laurate[erm] <=> laurate[lp]		"Transport[erm, lp]"
r_3682	"myristate transport, ER membrane-lipid particle"	myristate[erm] <=> myristate[lp]		"Transport[erm, lp]"
r_3683	"lignoceric acid transport, ER membrane-lipid particle"	lignoceric acid[erm] <=> lignoceric acid[lp]		"Transport[erm, lp]"
r_3684	"cerotic acid transport, ER membrane-lipid particle"	cerotic acid[erm] <=> cerotic acid[lp]		"Transport[erm, lp]"
r_3685	"TAG (1-16:0, 2-16:1, 3-16:0) transport, ER membrane-lipid particle"	"triglyceride (1-16:0, 2-16:1, 3-16:0)[erm] <=> triglyceride (1-16:0, 2-16:1, 3-16:0)[lp]"		"Transport[erm, lp]"
r_3686	"TAG (1-16:0, 2-16:1, 3-16:1) transport, ER membrane-lipid particle"	"triglyceride (1-16:0, 2-16:1, 3-16:1)[erm] <=> triglyceride (1-16:0, 2-16:1, 3-16:1)[lp]"		"Transport[erm, lp]"
r_3687	"TAG (1-16:0, 2-16:1, 3-18:0) transport, ER membrane-lipid particle"	"triglyceride (1-16:0, 2-16:1, 3-18:0)[erm] <=> triglyceride (1-16:0, 2-16:1, 3-18:0)[lp]"		"Transport[erm, lp]"
r_3688	"TAG (1-16:0, 2-16:1, 3-18:1) transport, ER membrane-lipid particle"	"triglyceride (1-16:0, 2-16:1, 3-18:1)[erm] <=> triglyceride (1-16:0, 2-16:1, 3-18:1)[lp]"		"Transport[erm, lp]"
r_3689	"TAG (1-16:1, 2-16:1, 3-16:0) transport, ER membrane-lipid particle"	"triglyceride (1-16:1, 2-16:1, 3-16:0)[erm] <=> triglyceride (1-16:1, 2-16:1, 3-16:0)[lp]"		"Transport[erm, lp]"
r_3690	"TAG (1-16:1, 2-16:1, 3-16:1) transport, ER membrane-lipid particle"	"triglyceride (1-16:1, 2-16:1, 3-16:1)[erm] <=> triglyceride (1-16:1, 2-16:1, 3-16:1)[lp]"		"Transport[erm, lp]"
r_3691	"TAG (1-16:1, 2-16:1, 3-18:0) transport, ER membrane-lipid particle"	"triglyceride (1-16:1, 2-16:1, 3-18:0)[erm] <=> triglyceride (1-16:1, 2-16:1, 3-18:0)[lp]"		"Transport[erm, lp]"
r_3692	"TAG (1-16:1, 2-16:1, 3-18:1) transport, ER membrane-lipid particle"	"triglyceride (1-16:1, 2-16:1, 3-18:1)[erm] <=> triglyceride (1-16:1, 2-16:1, 3-18:1)[lp]"		"Transport[erm, lp]"
r_3693	"TAG (1-18:0, 2-16:1, 3-16:0) transport, ER membrane-lipid particle"	"triglyceride (1-18:0, 2-16:1, 3-16:0)[erm] <=> triglyceride (1-18:0, 2-16:1, 3-16:0)[lp]"		"Transport[erm, lp]"
r_3694	"TAG (1-18:0, 2-16:1, 3-16:1) transport, ER membrane-lipid particle"	"triglyceride (1-18:0, 2-16:1, 3-16:1)[erm] <=> triglyceride (1-18:0, 2-16:1, 3-16:1)[lp]"		"Transport[erm, lp]"
r_3695	"TAG (1-18:0, 2-16:1, 3-18:0) transport, ER membrane-lipid particle"	"triglyceride (1-18:0, 2-16:1, 3-18:0)[erm] <=> triglyceride (1-18:0, 2-16:1, 3-18:0)[lp]"		"Transport[erm, lp]"
r_3696	"TAG (1-18:0, 2-16:1, 3-18:1) transport, ER membrane-lipid particle"	"triglyceride (1-18:0, 2-16:1, 3-18:1)[erm] <=> triglyceride (1-18:0, 2-16:1, 3-18:1)[lp]"		"Transport[erm, lp]"
r_3697	"TAG (1-18:1, 2-16:1, 3-16:0) transport, ER membrane-lipid particle"	"triglyceride (1-18:1, 2-16:1, 3-16:0)[erm] <=> triglyceride (1-18:1, 2-16:1, 3-16:0)[lp]"		"Transport[erm, lp]"
r_3698	"TAG (1-18:1, 2-16:1, 3-16:1) transport, ER membrane-lipid particle"	"triglyceride (1-18:1, 2-16:1, 3-16:1)[erm] <=> triglyceride (1-18:1, 2-16:1, 3-16:1)[lp]"		"Transport[erm, lp]"
r_3699	"TAG (1-18:1, 2-16:1, 3-18:0) transport, ER membrane-lipid particle"	"triglyceride (1-18:1, 2-16:1, 3-18:0)[erm] <=> triglyceride (1-18:1, 2-16:1, 3-18:0)[lp]"		"Transport[erm, lp]"
r_3700	"TAG (1-18:1, 2-16:1, 3-18:1) transport, ER membrane-lipid particle"	"triglyceride (1-18:1, 2-16:1, 3-18:1)[erm] <=> triglyceride (1-18:1, 2-16:1, 3-18:1)[lp]"		"Transport[erm, lp]"
r_3701	"TAG (1-16:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle"	"triglyceride (1-16:0, 2-18:1, 3-16:0)[erm] <=> triglyceride (1-16:0, 2-18:1, 3-16:0)[lp]"		"Transport[erm, lp]"
r_3702	"TAG (1-16:0, 2-18:1, 3-16:1) transport, ER membrane-lipid particle"	"triglyceride (1-16:0, 2-18:1, 3-16:1)[erm] <=> triglyceride (1-16:0, 2-18:1, 3-16:1)[lp]"		"Transport[erm, lp]"
r_3703	"TAG (1-16:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle"	"triglyceride (1-16:0, 2-18:1, 3-18:0)[erm] <=> triglyceride (1-16:0, 2-18:1, 3-18:0)[lp]"		"Transport[erm, lp]"
r_3704	"TAG (1-16:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle"	"triglyceride (1-16:0, 2-18:1, 3-18:1)[erm] <=> triglyceride (1-16:0, 2-18:1, 3-18:1)[lp]"		"Transport[erm, lp]"
r_3705	"TAG (1-16:1, 2-18:1, 3-16:0) transport, ER membrane-lipid particle"	"triglyceride (1-16:1, 2-18:1, 3-16:0)[erm] <=> triglyceride (1-16:1, 2-18:1, 3-16:0)[lp]"		"Transport[erm, lp]"
r_3706	"TAG (1-16:1, 2-18:1, 3-16:1) transport, ER membrane-lipid particle"	"triglyceride (1-16:1, 2-18:1, 3-16:1)[erm] <=> triglyceride (1-16:1, 2-18:1, 3-16:1)[lp]"		"Transport[erm, lp]"
r_3707	"TAG (1-16:1, 2-18:1, 3-18:0) transport, ER membrane-lipid particle"	"triglyceride (1-16:1, 2-18:1, 3-18:0)[erm] <=> triglyceride (1-16:1, 2-18:1, 3-18:0)[lp]"		"Transport[erm, lp]"
r_3708	"TAG (1-16:1, 2-18:1, 3-18:1) transport, ER membrane-lipid particle"	"triglyceride (1-16:1, 2-18:1, 3-18:1)[erm] <=> triglyceride (1-16:1, 2-18:1, 3-18:1)[lp]"		"Transport[erm, lp]"
r_3709	"TAG (1-18:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle"	"triglyceride (1-18:0, 2-18:1, 3-16:0)[erm] <=> triglyceride (1-18:0, 2-18:1, 3-16:0)[lp]"		"Transport[erm, lp]"
r_3710	"TAG (1-18:0, 2-18:1, 3-16:1) transport, ER membrane-lipid particle"	"triglyceride (1-18:0, 2-18:1, 3-16:1)[erm] <=> triglyceride (1-18:0, 2-18:1, 3-16:1)[lp]"		"Transport[erm, lp]"
r_3711	"TAG (1-18:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle"	"triglyceride (1-18:0, 2-18:1, 3-18:0)[erm] <=> triglyceride (1-18:0, 2-18:1, 3-18:0)[lp]"		"Transport[erm, lp]"
r_3712	"TAG (1-18:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle"	"triglyceride (1-18:0, 2-18:1, 3-18:1)[erm] <=> triglyceride (1-18:0, 2-18:1, 3-18:1)[lp]"		"Transport[erm, lp]"
r_3713	"TAG (1-18:1, 2-18:1, 3-16:0) transport, ER membrane-lipid particle"	"triglyceride (1-18:1, 2-18:1, 3-16:0)[erm] <=> triglyceride (1-18:1, 2-18:1, 3-16:0)[lp]"		"Transport[erm, lp]"
r_3714	"TAG (1-18:1, 2-18:1, 3-16:1) transport, ER membrane-lipid particle"	"triglyceride (1-18:1, 2-18:1, 3-16:1)[erm] <=> triglyceride (1-18:1, 2-18:1, 3-16:1)[lp]"		"Transport[erm, lp]"
r_3715	"TAG (1-18:1, 2-18:1, 3-18:0) transport, ER membrane-lipid particle"	"triglyceride (1-18:1, 2-18:1, 3-18:0)[erm] <=> triglyceride (1-18:1, 2-18:1, 3-18:0)[lp]"		"Transport[erm, lp]"
r_3716	"TAG (1-18:1, 2-18:1, 3-18:1) transport, ER membrane-lipid particle"	"triglyceride (1-18:1, 2-18:1, 3-18:1)[erm] <=> triglyceride (1-18:1, 2-18:1, 3-18:1)[lp]"		"Transport[erm, lp]"
r_3717	"episterol transport, ER membrane-lipid particle"	episterol[erm] <=> episterol[lp]		"Transport[erm, lp]"
r_3718	"fecosterol transport, ER membrane-lipid particle"	fecosterol[erm] <=> fecosterol[lp]		"Transport[erm, lp]"
r_3719	"lanosterol transport, ER membrane-lipid particle"	lanosterol[erm] <=> lanosterol[lp]		"Transport[erm, lp]"
r_3720	"zymosterol transport, ER membrane-lipid particle"	zymosterol[erm] <=> zymosterol[lp]		"Transport[erm, lp]"
r_3721	"ergosteryl palmitoleate transport, ER membrane-lipid particle"	ergosteryl palmitoleate[erm] <=> ergosteryl palmitoleate[lp]		"Transport[erm, lp]"
r_3722	"ergosteryl oleate transport, ER membrane-lipid particle"	ergosteryl oleate[erm] <=> ergosteryl oleate[lp]		"Transport[erm, lp]"
r_3723	"episteryl palmitoleate transport, ER membrane-lipid particle"	episteryl palmitoleate[erm] <=> episteryl palmitoleate[lp]		"Transport[erm, lp]"
r_3724	"episteryl oleate transport, ER membrane-lipid particle"	episteryl oleate[erm] <=> episteryl oleate[lp]		"Transport[erm, lp]"
r_3725	"fecosteryl palmitoleate transport, ER membrane-lipid particle"	fecosteryl palmitoleate[erm] <=> fecosteryl palmitoleate[lp]		"Transport[erm, lp]"
r_3726	"fecosteryl oleate transport, ER membrane-lipid particle"	fecosteryl oleate[erm] <=> fecosteryl oleate[lp]		"Transport[erm, lp]"
r_3727	"lanosteryl palmitoleate transport, ER membrane-lipid particle"	lanosteryl palmitoleate[erm] <=> lanosteryl palmitoleate[lp]		"Transport[erm, lp]"
r_3728	"lanosteryl oleate transport, ER membrane-lipid particle"	lanosteryl oleate[erm] <=> lanosteryl oleate[lp]		"Transport[erm, lp]"
r_3729	"zymosteryl palmitoleate transport, ER membrane-lipid particle"	zymosteryl palmitoleate[erm] <=> zymosteryl palmitoleate[lp]		"Transport[erm, lp]"
r_3730	"zymosteryl oleate transport, ER membrane-lipid particle"	zymosteryl oleate[erm] <=> zymosteryl oleate[lp]		"Transport[erm, lp]"
r_3731	"phosphatidylcholine (1-16:0, 2-16:1) transport, ER membrane-lipid particle"	"phosphatidylcholine (1-16:0, 2-16:1)[erm] <=> phosphatidylcholine (1-16:0, 2-16:1)[lp]"		"Transport[erm, lp]"
r_3732	"phosphatidylcholine (1-16:1, 2-16:1) transport, ER membrane-lipid particle"	"phosphatidylcholine (1-16:1, 2-16:1)[erm] <=> phosphatidylcholine (1-16:1, 2-16:1)[lp]"		"Transport[erm, lp]"
r_3733	"phosphatidylcholine (1-18:0, 2-16:1) transport, ER membrane-lipid particle"	"phosphatidylcholine (1-18:0, 2-16:1)[erm] <=> phosphatidylcholine (1-18:0, 2-16:1)[lp]"		"Transport[erm, lp]"
r_3734	"phosphatidylcholine (1-18:1, 2-16:1) transport, ER membrane-lipid particle"	"phosphatidylcholine (1-18:1, 2-16:1)[erm] <=> phosphatidylcholine (1-18:1, 2-16:1)[lp]"		"Transport[erm, lp]"
r_3735	"phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-lipid particle"	"phosphatidylcholine (1-16:0, 2-18:1)[erm] <=> phosphatidylcholine (1-16:0, 2-18:1)[lp]"		"Transport[erm, lp]"
r_3736	"phosphatidylcholine (1-16:1, 2-18:1) transport, ER membrane-lipid particle"	"phosphatidylcholine (1-16:1, 2-18:1)[erm] <=> phosphatidylcholine (1-16:1, 2-18:1)[lp]"		"Transport[erm, lp]"
r_3737	"phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-lipid particle"	"phosphatidylcholine (1-18:0, 2-18:1)[erm] <=> phosphatidylcholine (1-18:0, 2-18:1)[lp]"		"Transport[erm, lp]"
r_3738	"phosphatidylcholine (1-18:1, 2-18:1) transport, ER membrane-lipid particle"	"phosphatidylcholine (1-18:1, 2-18:1)[erm] <=> phosphatidylcholine (1-18:1, 2-18:1)[lp]"		"Transport[erm, lp]"
r_3739	"phosphatidylethanolamine (1-16:0, 2-16:1) transport, ER membrane-lipid particle"	"phosphatidylethanolamine (1-16:0, 2-16:1)[erm] <=> phosphatidylethanolamine (1-16:0, 2-16:1)[lp]"		"Transport[erm, lp]"
r_3740	"phosphatidylethanolamine (1-16:1, 2-16:1) transport, ER membrane-lipid particle"	"phosphatidylethanolamine (1-16:1, 2-16:1)[erm] <=> phosphatidylethanolamine (1-16:1, 2-16:1)[lp]"		"Transport[erm, lp]"
r_3741	"phosphatidylethanolamine (1-18:0, 2-16:1) transport, ER membrane-lipid particle"	"phosphatidylethanolamine (1-18:0, 2-16:1)[erm] <=> phosphatidylethanolamine (1-18:0, 2-16:1)[lp]"		"Transport[erm, lp]"
r_3742	"phosphatidylethanolamine (1-18:1, 2-16:1) transport, ER membrane-lipid particle"	"phosphatidylethanolamine (1-18:1, 2-16:1)[erm] <=> phosphatidylethanolamine (1-18:1, 2-16:1)[lp]"		"Transport[erm, lp]"
r_3743	"phosphatidylethanolamine (1-16:0, 2-18:1) transport, ER membrane-lipid particle"	"phosphatidylethanolamine (1-16:0, 2-18:1)[erm] <=> phosphatidylethanolamine (1-16:0, 2-18:1)[lp]"		"Transport[erm, lp]"
r_3744	"phosphatidylethanolamine (1-16:1, 2-18:1) transport, ER membrane-lipid particle"	"phosphatidylethanolamine (1-16:1, 2-18:1)[erm] <=> phosphatidylethanolamine (1-16:1, 2-18:1)[lp]"		"Transport[erm, lp]"
r_3745	"phosphatidylethanolamine (1-18:0, 2-18:1) transport, ER membrane-lipid particle"	"phosphatidylethanolamine (1-18:0, 2-18:1)[erm] <=> phosphatidylethanolamine (1-18:0, 2-18:1)[lp]"		"Transport[erm, lp]"
r_3746	"phosphatidylethanolamine (1-18:1, 2-18:1) transport, ER membrane-lipid particle"	"phosphatidylethanolamine (1-18:1, 2-18:1)[erm] <=> phosphatidylethanolamine (1-18:1, 2-18:1)[lp]"		"Transport[erm, lp]"
r_3747	"1-acylglycerophosphocholine (16:0) transport, ER membrane-lipid particle"	1-acylglycerophosphocholine (16:0)[erm] <=> 1-acylglycerophosphocholine (16:0)[lp]		"Transport[erm, lp]"
r_3748	"1-acylglycerophosphocholine (16:1) transport, ER membrane-lipid particle"	1-acylglycerophosphocholine (16:1)[erm] <=> 1-acylglycerophosphocholine (16:1)[lp]		"Transport[erm, lp]"
r_3749	"1-acylglycerophosphocholine (18:0) transport, ER membrane-lipid particle"	1-acylglycerophosphocholine (18:0)[erm] <=> 1-acylglycerophosphocholine (18:0)[lp]		"Transport[erm, lp]"
r_3750	"1-acylglycerophosphocholine (18:1) transport, ER membrane-lipid particle"	1-acylglycerophosphocholine (18:1)[erm] <=> 1-acylglycerophosphocholine (18:1)[lp]		"Transport[erm, lp]"
r_3751	"1-acylglycerophosphoethanolamine (16:0) transport, ER membrane-lipid particle"	1-acylglycerophosphoethanolamine (16:0)[erm] <=> 1-acylglycerophosphoethanolamine (16:0)[lp]		"Transport[erm, lp]"
r_3752	"1-acylglycerophosphoethanolamine (16:1) transport, ER membrane-lipid particle"	1-acylglycerophosphoethanolamine (16:1)[erm] <=> 1-acylglycerophosphoethanolamine (16:1)[lp]		"Transport[erm, lp]"
r_3753	"1-acylglycerophosphoethanolamine (18:0) transport, ER membrane-lipid particle"	1-acylglycerophosphoethanolamine (18:0)[erm] <=> 1-acylglycerophosphoethanolamine (18:0)[lp]		"Transport[erm, lp]"
r_3754	"1-acylglycerophosphoethanolamine (18:1) transport, ER membrane-lipid particle"	1-acylglycerophosphoethanolamine (18:1)[erm] <=> 1-acylglycerophosphoethanolamine (18:1)[lp]		"Transport[erm, lp]"
r_3755	"phosphatidate (1-16:0, 2-18:1) transport, lipid particle-ER membrane"	"phosphatidate (1-16:0, 2-18:1)[lp] <=> phosphatidate (1-16:0, 2-18:1)[erm]"		"Transport[lp, erm]"
r_3756	"phosphatidate (1-16:1, 2-18:1) transport, lipid particle-ER membrane"	"phosphatidate (1-16:1, 2-18:1)[lp] <=> phosphatidate (1-16:1, 2-18:1)[erm]"		"Transport[lp, erm]"
r_3757	"phosphatidate (1-18:0, 2-18:1) transport, lipid particle-ER membrane"	"phosphatidate (1-18:0, 2-18:1)[lp] <=> phosphatidate (1-18:0, 2-18:1)[erm]"		"Transport[lp, erm]"
r_3758	"phosphatidate (1-18:1, 2-18:1) transport, lipid particle-ER membrane"	"phosphatidate (1-18:1, 2-18:1)[lp] <=> phosphatidate (1-18:1, 2-18:1)[erm]"		"Transport[lp, erm]"
r_3759	"phosphatidate (1-16:0, 2-16:1) transport, ER membrane-mitochondrial membrane"	"phosphatidate (1-16:0, 2-16:1)[erm] <=> phosphatidate (1-16:0, 2-16:1)[mm]"		"Transport[erm, mm]"
r_3760	"phosphatidate (1-16:1, 2-16:1) transport, ER membrane-mitochondrial membrane"	"phosphatidate (1-16:1, 2-16:1)[erm] <=> phosphatidate (1-16:1, 2-16:1)[mm]"		"Transport[erm, mm]"
r_3761	"phosphatidate (1-18:0, 2-16:1) transport, ER membrane-mitochondrial membrane"	"phosphatidate (1-18:0, 2-16:1)[erm] <=> phosphatidate (1-18:0, 2-16:1)[mm]"		"Transport[erm, mm]"
r_3762	"phosphatidate (1-18:1, 2-16:1) transport, ER membrane-mitochondrial membrane"	"phosphatidate (1-18:1, 2-16:1)[erm] <=> phosphatidate (1-18:1, 2-16:1)[mm]"		"Transport[erm, mm]"
r_3763	"phosphatidate (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane"	"phosphatidate (1-16:0, 2-18:1)[erm] <=> phosphatidate (1-16:0, 2-18:1)[mm]"		"Transport[erm, mm]"
r_3764	"phosphatidate (1-16:1, 2-18:1) transport, ER membrane-mitochondrial membrane"	"phosphatidate (1-16:1, 2-18:1)[erm] <=> phosphatidate (1-16:1, 2-18:1)[mm]"		"Transport[erm, mm]"
r_3765	"phosphatidyl-L-serine (1-16:0, 2-16:1) transport, ER membrane-mitochondrial membrane"	"phosphatidyl-L-serine (1-16:0, 2-16:1)[erm] <=> phosphatidyl-L-serine (1-16:0, 2-16:1)[mm]"		"Transport[erm, mm]"
r_3766	"phosphatidyl-L-serine (1-16:1, 2-16:1) transport, ER membrane-mitochondrial membrane"	"phosphatidyl-L-serine (1-16:1, 2-16:1)[erm] <=> phosphatidyl-L-serine (1-16:1, 2-16:1)[mm]"		"Transport[erm, mm]"
r_3767	"phosphatidyl-L-serine (1-18:0, 2-16:1) transport, ER membrane-mitochondrial membrane"	"phosphatidyl-L-serine (1-18:0, 2-16:1)[erm] <=> phosphatidyl-L-serine (1-18:0, 2-16:1)[mm]"		"Transport[erm, mm]"
r_3768	"phosphatidyl-L-serine (1-18:1, 2-16:1) transport, ER membrane-mitochondrial membrane"	"phosphatidyl-L-serine (1-18:1, 2-16:1)[erm] <=> phosphatidyl-L-serine (1-18:1, 2-16:1)[mm]"		"Transport[erm, mm]"
r_3769	"phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane"	"phosphatidyl-L-serine (1-16:0, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-16:0, 2-18:1)[mm]"		"Transport[erm, mm]"
r_3770	"phosphatidyl-L-serine (1-16:1, 2-18:1) transport, ER membrane-mitochondrial membrane"	"phosphatidyl-L-serine (1-16:1, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-16:1, 2-18:1)[mm]"		"Transport[erm, mm]"
r_3771	"phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-mitochondrial membrane"	"phosphatidyl-L-serine (1-18:0, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-18:0, 2-18:1)[mm]"		"Transport[erm, mm]"
r_3772	"phosphatidyl-L-serine (1-18:1, 2-18:1) transport, ER membrane-mitochondrial membrane"	"phosphatidyl-L-serine (1-18:1, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-18:1, 2-18:1)[mm]"		"Transport[erm, mm]"
r_3773	"phosphatidylethanolamine (1-16:0, 2-16:1) transport, mitochondrial membrane-ER membrane"	"phosphatidylethanolamine (1-16:0, 2-16:1)[mm] <=> phosphatidylethanolamine (1-16:0, 2-16:1)[erm]"		"Transport[mm, erm]"
r_3774	"phosphatidylethanolamine (1-16:1, 2-16:1) transport, mitochondrial membrane-ER membrane"	"phosphatidylethanolamine (1-16:1, 2-16:1)[mm] <=> phosphatidylethanolamine (1-16:1, 2-16:1)[erm]"		"Transport[mm, erm]"
r_3775	"phosphatidylethanolamine (1-18:0, 2-16:1) transport, mitochondrial membrane-ER membrane"	"phosphatidylethanolamine (1-18:0, 2-16:1)[mm] <=> phosphatidylethanolamine (1-18:0, 2-16:1)[erm]"		"Transport[mm, erm]"
r_3776	"phosphatidylethanolamine (1-18:1, 2-16:1) transport, mitochondrial membrane-ER membrane"	"phosphatidylethanolamine (1-18:1, 2-16:1)[mm] <=> phosphatidylethanolamine (1-18:1, 2-16:1)[erm]"		"Transport[mm, erm]"
r_3777	"phosphatidylethanolamine (1-16:0, 2-18:1) transport, mitochondrial membrane-ER membrane"	"phosphatidylethanolamine (1-16:0, 2-18:1)[mm] <=> phosphatidylethanolamine (1-16:0, 2-18:1)[erm]"		"Transport[mm, erm]"
r_3778	"phosphatidylethanolamine (1-16:1, 2-18:1) transport, mitochondrial membrane-ER membrane"	"phosphatidylethanolamine (1-16:1, 2-18:1)[mm] <=> phosphatidylethanolamine (1-16:1, 2-18:1)[erm]"		"Transport[mm, erm]"
r_3779	"phosphatidylethanolamine (1-18:0, 2-18:1) transport, mitochondrial membrane-ER membrane"	"phosphatidylethanolamine (1-18:0, 2-18:1)[mm] <=> phosphatidylethanolamine (1-18:0, 2-18:1)[erm]"		"Transport[mm, erm]"
r_3780	"phosphatidylethanolamine (1-18:1, 2-18:1) transport, mitochondrial membrane-ER membrane"	"phosphatidylethanolamine (1-18:1, 2-18:1)[mm] <=> phosphatidylethanolamine (1-18:1, 2-18:1)[erm]"		"Transport[mm, erm]"
r_3781	"phosphatidylcholine (1-16:0, 2-16:1) transport, ER membrane-mitochondrial membrane"	"phosphatidylcholine (1-16:0, 2-16:1)[erm] <=> phosphatidylcholine (1-16:0, 2-16:1)[mm]"		"Transport[erm, mm]"
r_3782	"phosphatidylcholine (1-16:1, 2-16:1) transport, ER membrane-mitochondrial membrane"	"phosphatidylcholine (1-16:1, 2-16:1)[erm] <=> phosphatidylcholine (1-16:1, 2-16:1)[mm]"		"Transport[erm, mm]"
r_3783	"phosphatidylcholine (1-18:0, 2-16:1) transport, ER membrane-mitochondrial membrane"	"phosphatidylcholine (1-18:0, 2-16:1)[erm] <=> phosphatidylcholine (1-18:0, 2-16:1)[mm]"		"Transport[erm, mm]"
r_3784	"phosphatidylcholine (1-18:1, 2-16:1) transport, ER membrane-mitochondrial membrane"	"phosphatidylcholine (1-18:1, 2-16:1)[erm] <=> phosphatidylcholine (1-18:1, 2-16:1)[mm]"		"Transport[erm, mm]"
r_3785	"phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane"	"phosphatidylcholine (1-16:0, 2-18:1)[erm] <=> phosphatidylcholine (1-16:0, 2-18:1)[mm]"		"Transport[erm, mm]"
r_3786	"phosphatidylcholine (1-16:1, 2-18:1) transport, ER membrane-mitochondrial membrane"	"phosphatidylcholine (1-16:1, 2-18:1)[erm] <=> phosphatidylcholine (1-16:1, 2-18:1)[mm]"		"Transport[erm, mm]"
r_3787	"phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-mitochondrial membrane"	"phosphatidylcholine (1-18:0, 2-18:1)[erm] <=> phosphatidylcholine (1-18:0, 2-18:1)[mm]"		"Transport[erm, mm]"
r_3788	"phosphatidylcholine (1-18:1, 2-18:1) transport, ER membrane-mitochondrial membrane"	"phosphatidylcholine (1-18:1, 2-18:1)[erm] <=> phosphatidylcholine (1-18:1, 2-18:1)[mm]"		"Transport[erm, mm]"
r_3789	"diglyceride (1-16:0, 2-16:1) transport, ER membrane-Golgi membrane"	"diglyceride (1-16:0, 2-16:1)[erm] <=> diglyceride (1-16:0, 2-16:1)[gm]"		"Transport[erm, gm]"
r_3790	"diglyceride (1-16:1, 2-16:1) transport, ER membrane-Golgi membrane"	"diglyceride (1-16:1, 2-16:1)[erm] <=> diglyceride (1-16:1, 2-16:1)[gm]"		"Transport[erm, gm]"
r_3791	"diglyceride (1-18:0, 2-16:1) transport, ER membrane-Golgi membrane"	"diglyceride (1-18:0, 2-16:1)[erm] <=> diglyceride (1-18:0, 2-16:1)[gm]"		"Transport[erm, gm]"
r_3792	"diglyceride (1-18:1, 2-16:1) transport, ER membrane-Golgi membrane"	"diglyceride (1-18:1, 2-16:1)[erm] <=> diglyceride (1-18:1, 2-16:1)[gm]"		"Transport[erm, gm]"
r_3793	"diglyceride (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane"	"diglyceride (1-16:0, 2-18:1)[erm] <=> diglyceride (1-16:0, 2-18:1)[gm]"		"Transport[erm, gm]"
